date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-07-21 00:00:00+00:00,1555.92,1587.05,1552.62,1585.03,1328089,77.7071968495,79.2619201244,77.5423851949,79.1610354146,26561780,0.0,1.0
2020-07-22 00:00:00+00:00,1564.85,1566.98,1543.23,1555.71,1224100,78.1531871754,78.259565607,77.0734211232,77.6967088351,24482000,0.0,1.0
2020-07-23 00:00:00+00:00,1516.75,1570.35,1508.59,1565.93,1695498,75.7509324525,78.4278732664,75.3433981793,78.2071255351,33909960,0.0,1.0
2020-07-24 00:00:00+00:00,1508.21,1515.4273,1487.59,1499.19,1495381,75.3244198676,75.6848729448,74.2945967411,74.8739346784,29907620,0.0,1.0
2020-07-27 00:00:00+00:00,1529.43,1537.56,1512.33,1513.26,1356185,76.3842087495,76.7902447349,75.5301847212,75.576631642,27123700,0.0,1.0
2020-07-28 00:00:00+00:00,1503.65,1526.01,1500.52,1525.0,1545534,75.0966801267,76.2134039438,74.9403587695,76.162961589,30910680,0.0,1.0
2020-07-29 00:00:00+00:00,1523.51,1533.33,1503.01,1505.0,1133773,76.0885466298,76.5789861595,75.0647166543,75.1641030763,22675460,0.0,1.0
2020-07-30 00:00:00+00:00,1538.37,1540.89,1495.17,1497.97,1802121,76.8306985047,76.9565546772,74.6731641173,74.8130043091,36042420,0.0,1.0
2020-07-31 00:00:00+00:00,1487.95,1505.02,1454.0,1497.05,4576382,74.3125761943,75.1651019348,72.6170138691,74.7670568175,91527640,0.0,1.0
2020-08-03 00:00:00+00:00,1482.76,1497.73,1471.72,1491.0,2276085,74.0533724103,74.801018007,73.5020025113,74.4649021175,45521700,0.0,1.0
2020-08-04 00:00:00+00:00,1473.3,1493.11,1464.03,1486.71,1860609,73.5809123338,74.5702816905,73.1179414132,74.2506469665,37212180,0.0,1.0
2020-08-05 00:00:00+00:00,1479.09,1490.0,1471.215,1476.82,1457518,73.8700818732,74.4149591918,73.4767813338,73.756711432,29150360,0.0,1.0
2020-08-06 00:00:00+00:00,1504.95,1506.27,1471.9,1476.15,1665261,75.16160593,75.2275305919,73.5109922379,73.7232496718,33305220,0.0,1.0
